SAP_MAT_NUM	MAT_TYPE	INDT_SECT	DESC	BASE_UOM	MATL_GRP	DIVISION	GEN_ITEM_CAT_GRP	WGT_UOM	WGT_GRS	WGT_NET	PURCH_VAL_KEY	TRP_GRP	STO_COND
000000000010012951	FERT	M	ES6004 DS A.SILVER 6063T6 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012952	FERT	M	ES6004 P.A.SILVER 6063T6 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012953	FERT	M	ES6004 P.ESP WHITE 6063T6 5890	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012954	FERT	M	ES6004 PWD BRONZE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012955	FERT	M	ES6004 P.A.SILVER 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012956	FERT	M	ES6004 PWD BRONZE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012957	FERT	M	ES6004 P.A.SILVER 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012958	FERT	M	ES6004 P.LG BRONZE 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012959	FERT	M	ES6004 MILL FINISH 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012960	FERT	M	ES6005 MILL FINISH 6063T6 1350	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012961	FERT	M	ES6005 D.BNE WHITE 6063T6 2300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012962	FERT	M	ES6005 MILL FINISH 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012963	FERT	M	ES6005 DS A.SILVER 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012964	FERT	M	ES6005 D.BNE WHITE 6063T6 4700	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012965	FERT	M	ES6005 PWD BRONZE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012966	FERT	M	ES6005 CLEAR ANOD 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012967	FERT	M	ES6005 MILL FINISH 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012968	FERT	M	ES6005 P.ESP WHITE 6063T6 5600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012969	FERT	M	ES6005 PWD BRONZE 6063T6 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012970	FERT	M	ES6005 DS A.SILVER 6063T6 5900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012971	FERT	M	ES6005 P.ESP WHITE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012972	FERT	M	ES6005 P.A.SILVER 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012973	FERT	M	ES6005 P.LG BRONZE 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012974	FERT	M	ES6005 P.A.SILVER 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012975	FERT	M	ES6005 P.A.SILVER 6063T6 6600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012976	FERT	M	ES6006 P.ESP WHITE 6063T6 2000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012977	FERT	M	ES6006 D.BNE WHITE 6063T6 2100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012978	FERT	M	ES6006 P.ESP WHITE 6063T6 2100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012979	FERT	M	ES6006 D.BNE WHITE 6063T6 2220	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012980	FERT	M	ES6006 DS A.SILVER 6063T6 3480	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012981	FERT	M	ES6006 D.BNE WHITE 6063T6 3780	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012982	FERT	M	ES6006 PWD BRONZE 6063T6 4010	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012983	FERT	M	ES6006 P.ESP WHITE 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012984	FERT	M	ES6006 DS A.SILVER 6063T6 4650	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012985	FERT	M	ES6006 PWD BRONZE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012986	FERT	M	ES6006 P.A.SILVER 6063T6 5900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012987	FERT	M	ES6006 CLEAR ANOD 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012988	FERT	M	ES6006 PWD BRONZE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012989	FERT	M	ES6006 DS A.SILVER 6063T6 6150	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012990	FERT	M	ES6006 P.LG BRONZE 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012991	FERT	M	ES6006 P.A.SILVER 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012992	FERT	M	ES6006 P.A.SILVER 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012993	FERT	M	ES6006 MILL FINISH 6063T6 6600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012994	FERT	M	ES6006 P.A.SILVER 6063T6 7000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012995	FERT	M	ES6007 D.BNE WHITE 6063T6 2150	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012996	FERT	M	ES6007 D.BNE WHITE 6063T6 2300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012997	FERT	M	ES6007 P.ESP WHITE 6063T6 2340	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012998	FERT	M	ES6007 D.BNE WHITE 6063T6 3450	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010012999	FERT	M	ES6007 DS A.SILVER 6063T6 3470	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013000	FERT	M	ES6007 CLEAR ANOD 6063T6 3610	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013001	FERT	M	ES6007 P.ESP WHITE 6063T6 3860	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013002	FERT	M	ES6007 PWD BRONZE 6063T6 4040	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013003	FERT	M	ES6007 P.ESP WHITE 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013004	FERT	M	ES6007 CLEAR ANOD 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013005	FERT	M	ES6007 DS A.SILVER 6063T6 4650	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013006	FERT	M	ES6007 PWD BRONZE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013007	FERT	M	ES6007 DS A.SILVER 6063T6 5790	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013008	FERT	M	ES6007 P.A.SILVER 6063T6 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013009	FERT	M	ES6007 PWD BRONZE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013010	FERT	M	ES6007 P.A.SILVER 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013011	FERT	M	ES6007 P.LG BRONZE 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013012	FERT	M	ES6007 CLEAR ANOD 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013013	FERT	M	ES6007 MILL FINISH 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013014	FERT	M	ES6007 P.A.SILVER 6063T6 6600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013015	FERT	M	ES6007 MILL FINISH 6063T6 7010	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013016	FERT	M	ES6008 MILL FINISH 6063T6 1330	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013017	FERT	M	ES6008 D.BNE WHITE 6063T6 2200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013018	FERT	M	ES6008 PWD BRONZE 6063T6 3460	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013019	FERT	M	ES6008 DS A.SILVER 6063T6 3470	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013020	FERT	M	ES6008 D.BNE WHITE 6063T6 3500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013021	FERT	M	ES6008 DS A.SILVER 6063T6 4650	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013022	FERT	M	ES6008 PWD BRONZE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013023	FERT	M	ES6008 DS A.SILVER 6063T6 5590	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013024	FERT	M	ES6008 CLEAR ANOD 6063T6 5700	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013025	FERT	M	ES6008 P.A.SILVER 6063T6 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013026	FERT	M	ES6008 DS A.SILVER 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013027	FERT	M	ES6008 PWD BRONZE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013028	FERT	M	ES6008 P.ESP WHITE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013029	FERT	M	ES6008 CLEAR ANOD 6063T6 6150	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013030	FERT	M	ES6008 P.A.SILVER 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013031	FERT	M	ES6008 MILL FINISH 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013032	FERT	M	ES6009 PWD BRONZE 6063T6 2510	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013033	FERT	M	ES6009 DS A.SILVER 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013034	FERT	M	ES6009 P.ESP WHITE 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013035	FERT	M	ES6009 PWD BRONZE 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013036	FERT	M	ES6009 PWD BRONZE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013037	FERT	M	ES6009 P.ESP WHITE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013038	FERT	M	ES6009 D.BNE WHITE 6063T6 5710	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013039	FERT	M	ES6009 P.ESP WHITE 6063T6 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013040	FERT	M	ES6009 P.ESP WHITE 6063T6 5900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013041	FERT	M	ES6009 P.LG BRONZE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013042	FERT	M	ES6010 DS A.SILVER 6005T5 4500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013043	FERT	M	ES6010 P.ESP WHITE 6005T5 5000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013044	FERT	M	ES6010 PWD BRONZE 6005T5 5970	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013045	FERT	M	ES6010 PWD BRONZE 6005T5 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013046	FERT	M	ES6010 P.ESP WHITE 6005T5 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013047	FERT	M	ES6010 MILL FINISH 6005T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013048	FERT	M	ES6010 DS A.SILVER 6005T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013049	FERT	M	ES6010 P.A.SILVER 6005T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013050	FERT	M	ES6010 CLEAR ANOD 6005T5 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013051	FERT	M	ES6010 P.A.SILVER 6005T5 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013052	FERT	M	ES6011 DS A.SILVER 6063T5 2000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013053	FERT	M	ES6011 CLEAR ANOD 6063T5 3960	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013054	FERT	M	ES6011 CLEAR ANOD 6063T5 4170	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013055	FERT	M	ES6011 DS A.SILVER 6063T5 4750	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013056	FERT	M	ES6011 PWD BRONZE 6063T5 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013057	FERT	M	ES6011 D.BNE WHITE 6063T5 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013058	FERT	M	ES6011 CLEAR ANOD 6063T5 5720	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013059	FERT	M	ES6011 P.A.SILVER 6063T5 5720	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013060	FERT	M	ES6011 P.A.SILVER 6063T5 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013061	FERT	M	ES6011 P.ESP WHITE 6063T5 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013062	FERT	M	ES6011 PWD BRONZE 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013063	FERT	M	ES6011 P.LG BRONZE 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013064	FERT	M	ES6011 D.BNE WHITE 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013065	FERT	M	ES6011 P.ESP WHITE 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013066	FERT	M	ES6011 CLEAR ANOD 6063T5 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013067	FERT	M	ES6011 P.A.SILVER 6063T5 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013068	FERT	M	ES6011 MILL FINISH 6063T5 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013069	FERT	M	ES6012 MILL FINISH 6063T6 2500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013070	FERT	M	ES6012 MILL FINISH 6063T6 3090	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013071	FERT	M	ES6012 MILL FINISH 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013072	FERT	M	ES6012 MILL FINISH 6063T6 4520	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013073	FERT	M	ES6012 MILL FINISH 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013074	FERT	M	ES6012 MILL FINISH 6063T6 5210	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013075	FERT	M	ES6013 D.BNE WHITE 6063T6 2350	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013076	FERT	M	ES6013 P.ESP WHITE 6063T6 3020	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013077	FERT	M	ES6013 DS A.SILVER 6063T6 3470	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013078	FERT	M	ES6013 PWD BRONZE 6063T6 3630	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013079	FERT	M	ES6013 DS A.SILVER 6063T6 4680	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013080	FERT	M	ES6013 P.ESP WHITE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013081	FERT	M	ES6013 PWD BRONZE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013082	FERT	M	ES6013 DS A.SILVER 6063T6 5200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013083	FERT	M	ES6013 CLEAR ANOD 6063T6 5300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013084	FERT	M	ES6013 CLEAR ANOD 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013085	FERT	M	ES6013 PWD BRONZE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013086	FERT	M	ES6014 CLEAR ANOD 6063T6 2800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013087	FERT	M	ES6014 DS A.SILVER 6063T6 3420	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013088	FERT	M	ES6014 P.ESP WHITE 6063T6 5180	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013089	FERT	M	ES6014 P.LG BRONZE 6063T6 5200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013090	FERT	M	ES6014 CLEAR ANOD 6063T6 5300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013091	FERT	M	ES6014 DS A.SILVER 6063T6 5400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013092	FERT	M	ES6014 PWD BRONZE 6063T6 5450	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013093	FERT	M	ES6014 P.A.SILVER 6063T6 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013094	FERT	M	ES6014 P.ESP WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013095	FERT	M	ES6014 DS A.SILVER 6063T6 6090	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013096	FERT	M	ES6014 CLEAR ANOD 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013097	FERT	M	ES6014 P.A.SILVER 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013098	FERT	M	ES6014 CLEAR ANOD 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013099	FERT	M	ES6015 P.ESP WHITE 6063T6 4420	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013100	FERT	M	ES6015 P.ESP WHITE 6063T6 5300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013101	FERT	M	ES6015 P.ESP WHITE 6063T6 5360	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013102	FERT	M	ES6015 PWD BRONZE 6063T6 5400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013103	FERT	M	ES6015 DS A.SILVER 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013104	FERT	M	ES6015 P.ESP WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013105	FERT	M	ES6015 P.A.SILVER 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013106	FERT	M	ES6015 P.ESP WHITE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013107	FERT	M	ES6015 P.A.SILVER 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013108	FERT	M	ES6017 DS A.SILVER 6063T6 2800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013109	FERT	M	ES6017 P.A.SILVER 6063T6 5400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013110	FERT	M	ES6017 P.ESP WHITE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013111	FERT	M	ES6017 CLEAR ANOD 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013112	FERT	M	ES6023 D.BNE WHITE 6005T5 2000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013113	FERT	M	ES6023 D.BNE WHITE 6005T5 2500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013114	FERT	M	ES6023 PWD BRONZE 6005T5 3000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013115	FERT	M	ES6023 DS A.SILVER 6005T5 5840	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013116	FERT	M	ES6023 PWD BRONZE 6005T5 5900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013117	FERT	M	ES6023 PWD BRONZE 6005T5 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013118	FERT	M	ES6023 PWD BRONZE 6005T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013119	FERT	M	ES6028 CLEAR ANOD 6063T6 3910	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013120	FERT	M	ES6028 P.ESP WHITE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013121	FERT	M	ES6028 P.LG BRONZE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013122	FERT	M	ES6028 CLEAR ANOD 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013123	FERT	M	ES6028 D.BNE WHITE 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013124	FERT	M	ES-63-001 CLEAR ANOD 6063T5 4100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013125	FERT	M	ES7530-001-002 P.ESP WHITE 6063T6 4470	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013126	FERT	M	ES7530-001-002 P.ESP WHITE 6063T6 4650	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013127	FERT	M	ES7530-001-002 P.ESP WHITE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013128	FERT	M	ES7530-001-002 P.ESP WHITE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013129	FERT	M	ES7530-001-002 DS A.SILVER 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013130	FERT	M	ES7530-003-004 DS A.SILVER 6063T6 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013131	FERT	M	ES7530-003-004 P.ESP WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013132	FERT	M	ES7530-003-029 P.ESP WHITE 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013133	FERT	M	ES7530-003-029 P.ESP WHITE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013134	FERT	M	ES7530-004 P.ESP WHITE 6063T5 2990	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013135	FERT	M	ES7530-005-006 P.ESP WHITE 6063T6 1930	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013136	FERT	M	ES7530-005-006 P.ESP WHITE 6063T6 2370	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013137	FERT	M	ES7530-005-006 DS A.SILVER 6063T6 3900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013138	FERT	M	ES7530-005-006 DS A.SILVER 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013139	FERT	M	ES7530-007-008 P.ESP WHITE 6063T6 1100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013140	FERT	M	ES7530-007-008 P.ESP WHITE 6063T6 1960	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013141	FERT	M	ES7530-007-008 P.ESP WHITE 6063T6 1970	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013142	FERT	M	ES7530-007-008 P.ESP WHITE 6063T6 2380	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013143	FERT	M	ES7530-007-008 DS A.SILVER 6063T6 3900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013144	FERT	M	ES7530-007-008 P.ESP WHITE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013145	FERT	M	ES7530-007-008 DS A.SILVER 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013146	FERT	M	ES7530-008 P.ESP WHITE 6063T6 2400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013147	FERT	M	ES7530-009 P.A.SILVER 6063T6 3980	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013148	FERT	M	ES7530-009 P.A.SILVER 6063T6 6500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013149	FERT	M	ES7530-009-010 P.ESP WHITE 6063T6 2350	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013150	FERT	M	ES7530-009-010 DS A.SILVER 6063T6 3800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013151	FERT	M	ES7530-009-010 DS A.SILVER 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013152	FERT	M	ES7530-010 P.ESP WHITE 6063T6 2390	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013153	FERT	M	ES7530-011-012 P.ESP WHITE 6063T6 5200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013154	FERT	M	ES7530-011-012 DS A.SILVER 6063T6 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013155	FERT	M	ES7530-011-012 P.ESP WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013156	FERT	M	ES7530-011-012 P.ESP WHITE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010013157	FERT	M	ES7530-011-030 P.ESP WHITE 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
