SAP_MAT_NUM	MAT_TYPE	INDT_SECT	DESC	BASE_UOM	MATL_GRP	DIVISION	GEN_ITEM_CAT_GRP	WGT_UOM	WGT_GRS	WGT_NET	PURCH_VAL_KEY	TRP_GRP	STO_COND
000000000010000202	FERT	M	050M-043 D.BNE WHITE 6063T6 4953	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000203	FERT	M	050M-043 D.BNE WHITE 6063T6 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000204	FERT	M	050M-043 DS CHAMPAGN 6063T6 5500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000205	FERT	M	050M-043 DS CHAMPAGN 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000206	FERT	M	050M-043 DS CHAMPAGN 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000207	FERT	M	050M-053 DS A.SILVER 6063T5 6096	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000208	FERT	M	050M-053 MILL FINISH 6063T5 5639	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000209	FERT	M	050M-053 MILL FINISH 6063T5 5994	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000210	FERT	M	050M-053 MILL FINISH 6063T5 6147	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000211	FERT	M	050M-057 DS A.SILVER 6005T5 5334	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000212	FERT	M	050M-057 DS A.SILVER 6005T5 5840	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000213	FERT	M	050M-057 DS A.SILVER 6005T5 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000214	FERT	M	050M-057 DS A.SILVER 6005T5 5960	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000215	FERT	M	050M-057 DS A.SILVER 6005T5 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000216	FERT	M	050M-057 DS A.SILVER 6005T5 6096	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000217	FERT	M	050M-057 P.ESP WHITE 6005T5 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000218	FERT	M	050M-057 P.ESP WHITE 6005T5 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000219	FERT	M	050M-057 P.ESP WHITE 6005T5 5890	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000220	FERT	M	050M-057 P.ESP WHITE 6005T5 5893	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000221	FERT	M	050M-057 P.ESP WHITE 6005T5 5960	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000222	FERT	M	050M-057 P.ESP WHITE 6005T5 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000223	FERT	M	050M-057 CLEAR ANOD 6005T5 3683	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000224	FERT	M	050M-057 CLEAR ANOD 6005T5 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000225	FERT	M	050M-057 DS A.SILVER 6005T5 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000226	FERT	M	050M-057 D.BNE WHITE 6005T5 3658	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000227	FERT	M	050M-057 D.BNE WHITE 6005T5 5207	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000228	FERT	M	050M-057 D.BNE WHITE 6005T5 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000229	FERT	M	050M-057 DS CHAMPAGN 6005T5 5000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000230	FERT	M	050M-057 DS CHAMPAGN 6005T5 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000231	FERT	M	050M-057 DS A.SILVER 6061T6 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000232	FERT	M	050M-057 DS A.SILVER 6061T6 6096	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000233	FERT	M	050M-057 P.ESP WHITE 6061T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000234	FERT	M	050M-057 D.BNE WHITE 6061T6 5490	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000235	FERT	M	050M-057 MILL FINISH 6061T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000236	FERT	M	050M-057 P.ESP WHITE 6063T6 5867	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000237	FERT	M	050M-058 DS A.SILVER 6005T5 5334	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000238	FERT	M	050M-058 DS A.SILVER 6005T5 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000239	FERT	M	050M-058 DS A.SILVER 6005T5 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000240	FERT	M	050M-058 P.ESP WHITE 6005T5 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000241	FERT	M	050M-058 P.ESP WHITE 6005T5 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000242	FERT	M	050M-058 P.ESP WHITE 6005T5 6096	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000243	FERT	M	050M-058 P.ESP WHITE 6005T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000244	FERT	M	050M-058 CLEAR ANOD 6005T5 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000245	FERT	M	050M-058 DS CHAMPAGN 6005T5 5000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000246	FERT	M	050M-058 P.ESP WHITE 6061T6 4648	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000247	FERT	M	050M-058 DS A.SILVER 6063T6 6045	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000248	FERT	M	050M-058 P.ESP WHITE 6063T6 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000249	FERT	M	050M-058 MILL FINISH 6063T6 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000250	FERT	M	050M-058 MILL FINISH 6063T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000251	FERT	M	050M-061 DS A.SILVER 6063T6 6096	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000252	FERT	M	050M-061 P.ESP WHITE 6063T6 4312	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000253	FERT	M	050M-061 P.ESP WHITE 6063T6 4318	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000254	FERT	M	050M-061 P.ESP WHITE 6063T6 4330	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000255	FERT	M	050M-061 P.ESP WHITE 6063T6 5334	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000256	FERT	M	050M-061 P.ESP WHITE 6063T6 5461	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000257	FERT	M	050M-061 P.ESP WHITE 6063T6 5893	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000258	FERT	M	050M-061 CLEAR ANOD 6063T6 4699	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000259	FERT	M	050M-061 CLEAR ANOD 6063T6 4700	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000260	FERT	M	050M-061 CLEAR ANOD 6063T6 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000261	FERT	M	050M-061 CLEAR ANOD 6063T6 6096	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000262	FERT	M	050M-061 CLEAR ANOD 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000263	FERT	M	050M-061 D.BNE WHITE 6063T6 4570	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000264	FERT	M	050M-061 D.BNE WHITE 6063T6 4572	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000265	FERT	M	050M-061 D.BNE WHITE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000266	FERT	M	050M-061 MILL FINISH 6063T6 6096	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000267	FERT	M	050M-062A P.ESP WHITE 6061T6 4648	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000268	FERT	M	050M-062A MILL FINISH 6061T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000269	FERT	M	050M-062A DS A.SILVER 6063T6 5131	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000270	FERT	M	050M-062A DS A.SILVER 6063T6 5334	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000271	FERT	M	050M-062A DS A.SILVER 6063T6 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000272	FERT	M	050M-062A P.ESP WHITE 6063T6 4648	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000273	FERT	M	050M-062A P.ESP WHITE 6063T6 4670	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000274	FERT	M	050M-062A P.ESP WHITE 6063T6 5640	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000275	FERT	M	050M-062A P.ESP WHITE 6063T6 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000276	FERT	M	050M-062A P.ESP WHITE 6063T6 5960	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000277	FERT	M	050M-062A P.ESP WHITE 6063T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000278	FERT	M	050M-062A P.ESP WHITE 6063T6 6096	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000279	FERT	M	050M-062A CLEAR ANOD 6063T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000280	FERT	M	050M-062A DS CHAMPAGN 6063T6 5000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000281	FERT	M	050M-062A MILL FINISH 6063T6 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000282	FERT	M	050M-062A MILL FINISH 6063T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000283	FERT	M	050M-069 P.ESP WHITE 6063T6 5537	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000284	FERT	M	050M-069 CLEAR ANOD 6063T6 5461	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000285	FERT	M	050M-069 CLEAR ANOD 6063T6 5715	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000286	FERT	M	050M-069 CLEAR ANOD 6063T6 5892	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000287	FERT	M	050M-069 CLEAR ANOD 6063T6 5893	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000288	FERT	M	050M-069 CLEAR ANOD 6063T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000289	FERT	M	050M-069 CLEAR ANOD 6063T6 6096	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000290	FERT	M	050M-069 D.BNE WHITE 6063T6 3658	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000291	FERT	M	050M-069 D.BNE WHITE 6063T6 5330	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000292	FERT	M	050M-069 D.BNE WHITE 6063T6 5334	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000293	FERT	M	050M-069 D.BNE WHITE 6063T6 5590	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000294	FERT	M	050M-069 MILL FINISH 6063T6 5207	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000295	FERT	M	050M-069 MILL FINISH 6063T6 5588	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000296	FERT	M	050M-069 MILL FINISH 6063T6 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000297	FERT	M	050M-072 P.ESP WHITE 6005T5 4648	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000298	FERT	M	050M-072 P.ESP WHITE 6005T5 4650	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000299	FERT	M	050M-072 P.ESP WHITE 6005T5 5340	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000300	FERT	M	050M-072 P.ESP WHITE 6005T5 5840	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000301	FERT	M	050M-072 P.ESP WHITE 6005T5 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000302	FERT	M	050M-072 P.ESP WHITE 6005T5 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000303	FERT	M	050M-072 P.ESP WHITE 6005T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000304	FERT	M	050M-072 CLEAR ANOD 6005T5 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000305	FERT	M	050M-072 D.BNE WHITE 6005T5 5334	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000306	FERT	M	050M-072 D.BNE WHITE 6005T5 5970	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000307	FERT	M	050M-072 D.BNE WHITE 6005T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000308	FERT	M	050M-072 DS CHAMPAGN 6005T5 5000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000309	FERT	M	050M-072 P.ESP WHITE 6061T6 4648	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000310	FERT	M	050M-072 P.ESP WHITE 6061T6 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000311	FERT	M	050M-072 P.ESP WHITE 6061T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000312	FERT	M	050M-072 MILL FINISH 6061T6 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000313	FERT	M	050M-072 MILL FINISH 6061T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000314	FERT	M	050M-072 P.ESP WHITE 6063T6 5867	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000315	FERT	M	050M-072 MILL FINISH 6063T6 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000316	FERT	M	050M-073 P.ESP WHITE 6005T5 4640	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000317	FERT	M	050M-073 P.ESP WHITE 6005T5 4648	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000318	FERT	M	050M-073 P.ESP WHITE 6005T5 4650	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000319	FERT	M	050M-073 P.ESP WHITE 6005T5 5840	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000320	FERT	M	050M-073 P.ESP WHITE 6005T5 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000321	FERT	M	050M-073 P.ESP WHITE 6005T5 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000322	FERT	M	050M-073 CLEAR ANOD 6005T5 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000323	FERT	M	050M-073 D.BNE WHITE 6005T5 5970	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000324	FERT	M	050M-073 DS CHAMPAGN 6005T5 5000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000325	FERT	M	050M-073 P.ESP WHITE 6061T6 4648	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000326	FERT	M	050M-073 P.ESP WHITE 6061T6 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000327	FERT	M	050M-073 P.ESP WHITE 6061T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000328	FERT	M	050M-073 P.ESP WHITE 6061T6 6096	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000329	FERT	M	050M-073 MILL FINISH 6061T6 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000330	FERT	M	050M-073 MILL FINISH 6061T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000331	FERT	M	050M-073 P.ESP WHITE 6063T6 5867	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000332	FERT	M	050M-073 MILL FINISH 6063T6 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000333	FERT	M	050M-090A DS A.SILVER 6005T5 3440	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000334	FERT	M	050M-090A DS A.SILVER 6005T5 3556	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000335	FERT	M	050M-090A DS A.SILVER 6005T5 3640	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000336	FERT	M	050M-090A DS A.SILVER 6005T5 3690	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000337	FERT	M	050M-090A DS A.SILVER 6005T5 5330	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000338	FERT	M	050M-090A DS A.SILVER 6005T5 5690	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000339	FERT	M	050M-090A DS A.SILVER 6005T5 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000340	FERT	M	050M-090A DS A.SILVER 6005T5 5960	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000341	FERT	M	050M-090A DS A.SILVER 6005T5 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000342	FERT	M	050M-090A DS A.SILVER 6005T5 6090	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000343	FERT	M	050M-090A P.ESP WHITE 6005T5 4648	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000344	FERT	M	050M-090A P.ESP WHITE 6005T5 4699	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000345	FERT	M	050M-090A P.ESP WHITE 6005T5 4700	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000346	FERT	M	050M-090A P.ESP WHITE 6005T5 5760	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000347	FERT	M	050M-090A P.ESP WHITE 6005T5 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000348	FERT	M	050M-090A P.ESP WHITE 6005T5 5893	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000349	FERT	M	050M-090A P.ESP WHITE 6005T5 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000350	FERT	M	050M-090A P.ESP WHITE 6005T5 5970	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000351	FERT	M	050M-090A P.ESP WHITE 6005T5 6020	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000352	FERT	M	050M-090A CLEAR ANOD 6005T5 5970	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000353	FERT	M	050M-090A DS CHAMPAGN 6005T5 5000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000354	FERT	M	050M-090A DS A.SILVER 6061T6 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000355	FERT	M	050M-090A P.ESP WHITE 6061T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000356	FERT	M	050M-090A MILL FINISH 6061T6 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000357	FERT	M	050M-090A MILL FINISH 6061T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000358	FERT	M	050M-090A MILL FINISH 6063T6 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000359	FERT	M	050M-117 MILL FINISH 6063T5 5639	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000360	FERT	M	050M-117 MILL FINISH 6063T5 6147	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000361	FERT	M	050M-117 MILL FINISH 6063T6 6045	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000362	FERT	M	050M-118 MILL FINISH 6063T5 3658	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000363	FERT	M	050M-118 MILL FINISH 6063T5 3988	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000364	FERT	M	050M-118 MILL FINISH 6063T5 5004	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000365	FERT	M	050M-119 MILL FINISH 6063T5 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000366	FERT	M	050M-119 MILL FINISH 6063T5 5690	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000367	FERT	M	050M-119 MILL FINISH 6063T5 5944	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000368	FERT	M	050M-119 DS A.SILVER 6063T6 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000369	FERT	M	050M-120 P.ESP WHITE 6063T6 5537	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000370	FERT	M	050M-120 P.ESP WHITE 6063T6 5588	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000371	FERT	M	050M-120 CLEAR ANOD 6063T6 5461	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000372	FERT	M	050M-120 CLEAR ANOD 6063T6 5715	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000373	FERT	M	050M-120 CLEAR ANOD 6063T6 6096	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000374	FERT	M	050M-120 D.BNE WHITE 6063T6 3658	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000375	FERT	M	050M-120 D.BNE WHITE 6063T6 5330	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000376	FERT	M	050M-120 D.BNE WHITE 6063T6 5460	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000377	FERT	M	050M-120 D.BNE WHITE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000378	FERT	M	050M-120 MILL FINISH 6063T6 5207	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000379	FERT	M	050M-120 MILL FINISH 6063T6 5588	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000380	FERT	M	050M-120 MILL FINISH 6063T6 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000381	FERT	M	050M-143 DS A.SILVER 6063T6 5131	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000382	FERT	M	050M-143 DS A.SILVER 6063T6 5334	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000383	FERT	M	050M-143 DS A.SILVER 6063T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000384	FERT	M	050M-143 DS A.SILVER 6063T6 5970	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000385	FERT	M	050M-143 P.ESP WHITE 6063T6 3300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000386	FERT	M	050M-143 P.ESP WHITE 6063T6 3302	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000387	FERT	M	050M-143 P.ESP WHITE 6063T6 3810	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000388	FERT	M	050M-143 P.ESP WHITE 6063T6 5334	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000389	FERT	M	050M-143 P.ESP WHITE 6063T6 5537	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000390	FERT	M	050M-143 P.ESP WHITE 6063T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000391	FERT	M	050M-143 CLEAR ANOD 6063T6 5461	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000392	FERT	M	050M-143 CLEAR ANOD 6063T6 5715	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000393	FERT	M	050M-143 CLEAR ANOD 6063T6 5892	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000394	FERT	M	050M-143 CLEAR ANOD 6063T6 6096	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000395	FERT	M	050M-143 D.BNE WHITE 6063T6 3658	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000396	FERT	M	050M-143 D.BNE WHITE 6063T6 5460	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000397	FERT	M	050M-144 DS A.SILVER 6063T6 5131	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000398	FERT	M	050M-144 DS A.SILVER 6063T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000399	FERT	M	050M-144 P.ESP WHITE 6063T6 3302	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000400	FERT	M	050M-144 P.ESP WHITE 6063T6 3810	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000401	FERT	M	050M-144 P.ESP WHITE 6063T6 5334	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000402	FERT	M	050M-144 P.ESP WHITE 6063T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000403	FERT	M	050M-184 D.BNE WHITE 6063T6 5207	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000404	FERT	M	050M-184 D.BNE WHITE 6063T6 6096	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000405	FERT	M	050M-185 DS A.SILVER 6063T6 3048	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000406	FERT	M	050M-186 MILL FINISH 6063T6 3175	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000407	FERT	M	050M-187 MILL FINISH 6063T6 4420	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000408	FERT	M	050M-188 CLEAR ANOD 6063T6 5969	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010000409	FERT	M	050M-188 MILL FINISH 6063T6 4572	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
